20180824133121,10.0.0.2,54018,10.0.0.1,5001,3,0.0-1.0,1703936,13631488
20180824133122,10.0.0.2,54018,10.0.0.1,5001,3,1.0-2.0,1441792,11534336
20180824133123,10.0.0.2,54018,10.0.0.1,5001,3,2.0-3.0,1572864,12582912
20180824133124,10.0.0.2,54018,10.0.0.1,5001,3,3.0-4.0,1572864,12582912
20180824133125,10.0.0.2,54018,10.0.0.1,5001,3,4.0-5.0,1310720,10485760
20180824133126,10.0.0.2,54018,10.0.0.1,5001,3,5.0-6.0,1441792,11534336
20180824133128,10.0.0.2,54018,10.0.0.1,5001,3,6.0-7.0,1835008,14680064
20180824133128,10.0.0.2,54018,10.0.0.1,5001,3,7.0-8.0,917504,7340032
20180824133129,10.0.0.2,54018,10.0.0.1,5001,3,8.0-9.0,1048576,8388608
20180824133131,10.0.0.2,54018,10.0.0.1,5001,3,9.0-10.0,2359296,18874368
20180824133132,10.0.0.2,54018,10.0.0.1,5001,3,10.0-11.0,1179648,9437184
20180824133133,10.0.0.2,54018,10.0.0.1,5001,3,11.0-12.0,1179648,9437184
20180824133134,10.0.0.2,54018,10.0.0.1,5001,3,12.0-13.0,1179648,9437184
20180824133135,10.0.0.2,54018,10.0.0.1,5001,3,13.0-14.0,1179648,9437184
20180824133136,10.0.0.2,54018,10.0.0.1,5001,3,14.0-15.0,1179648,9437184
20180824133137,10.0.0.2,54018,10.0.0.1,5001,3,15.0-16.0,1179648,9437184
20180824133138,10.0.0.2,54018,10.0.0.1,5001,3,16.0-17.0,1048576,8388608
20180824133139,10.0.0.2,54018,10.0.0.1,5001,3,17.0-18.0,1179648,9437184
20180824133140,10.0.0.2,54018,10.0.0.1,5001,3,18.0-19.0,1179648,9437184
20180824133141,10.0.0.2,54018,10.0.0.1,5001,3,19.0-20.0,1179648,9437184
20180824133142,10.0.0.2,54018,10.0.0.1,5001,3,20.0-21.0,1179648,9437184
20180824133143,10.0.0.2,54018,10.0.0.1,5001,3,21.0-22.0,1179648,9437184
20180824133144,10.0.0.2,54018,10.0.0.1,5001,3,22.0-23.0,1179648,9437184
20180824133145,10.0.0.2,54018,10.0.0.1,5001,3,23.0-24.0,1179648,9437184
20180824133146,10.0.0.2,54018,10.0.0.1,5001,3,24.0-25.0,1179648,9437184
20180824133147,10.0.0.2,54018,10.0.0.1,5001,3,25.0-26.0,1179648,9437184
20180824133148,10.0.0.2,54018,10.0.0.1,5001,3,26.0-27.0,1179648,9437184
20180824133149,10.0.0.2,54018,10.0.0.1,5001,3,27.0-28.0,1179648,9437184
20180824133150,10.0.0.2,54018,10.0.0.1,5001,3,28.0-29.0,1179648,9437184
20180824133151,10.0.0.2,54018,10.0.0.1,5001,3,29.0-30.0,1179648,9437184
20180824133152,10.0.0.2,54018,10.0.0.1,5001,3,30.0-31.0,1179648,9437184
20180824133153,10.0.0.2,54018,10.0.0.1,5001,3,31.0-32.0,1179648,9437184
20180824133154,10.0.0.2,54018,10.0.0.1,5001,3,32.0-33.0,1179648,9437184
20180824133155,10.0.0.2,54018,10.0.0.1,5001,3,33.0-34.0,1179648,9437184
20180824133156,10.0.0.2,54018,10.0.0.1,5001,3,34.0-35.0,1179648,9437184
20180824133156,10.0.0.2,54018,10.0.0.1,5001,3,35.0-36.0,1179648,9437184
20180824133157,10.0.0.2,54018,10.0.0.1,5001,3,36.0-37.0,1048576,8388608
20180824133158,10.0.0.2,54018,10.0.0.1,5001,3,37.0-38.0,1179648,9437184
20180824133159,10.0.0.2,54018,10.0.0.1,5001,3,38.0-39.0,1179648,9437184
20180824133200,10.0.0.2,54018,10.0.0.1,5001,3,39.0-40.0,1179648,9437184
20180824133201,10.0.0.2,54018,10.0.0.1,5001,3,40.0-41.0,1179648,9437184
20180824133202,10.0.0.2,54018,10.0.0.1,5001,3,41.0-42.0,1179648,9437184
20180824133203,10.0.0.2,54018,10.0.0.1,5001,3,42.0-43.0,1179648,9437184
20180824133204,10.0.0.2,54018,10.0.0.1,5001,3,43.0-44.0,1179648,9437184
20180824133205,10.0.0.2,54018,10.0.0.1,5001,3,44.0-45.0,1179648,9437184
20180824133206,10.0.0.2,54018,10.0.0.1,5001,3,45.0-46.0,1179648,9437184
20180824133207,10.0.0.2,54018,10.0.0.1,5001,3,46.0-47.0,1179648,9437184
20180824133208,10.0.0.2,54018,10.0.0.1,5001,3,47.0-48.0,1179648,9437184
20180824133209,10.0.0.2,54018,10.0.0.1,5001,3,48.0-49.0,1179648,9437184
20180824133210,10.0.0.2,54018,10.0.0.1,5001,3,49.0-50.0,1179648,9437184
20180824133211,10.0.0.2,54018,10.0.0.1,5001,3,50.0-51.0,1179648,9437184
20180824133212,10.0.0.2,54018,10.0.0.1,5001,3,51.0-52.0,1179648,9437184
20180824133213,10.0.0.2,54018,10.0.0.1,5001,3,52.0-53.0,1179648,9437184
20180824133214,10.0.0.2,54018,10.0.0.1,5001,3,53.0-54.0,1179648,9437184
20180824133215,10.0.0.2,54018,10.0.0.1,5001,3,54.0-55.0,1179648,9437184
20180824133216,10.0.0.2,54018,10.0.0.1,5001,3,55.0-56.0,1048576,8388608
20180824133217,10.0.0.2,54018,10.0.0.1,5001,3,56.0-57.0,1179648,9437184
20180824133218,10.0.0.2,54018,10.0.0.1,5001,3,57.0-58.0,1179648,9437184
20180824133219,10.0.0.2,54018,10.0.0.1,5001,3,58.0-59.0,1179648,9437184
20180824133220,10.0.0.2,54018,10.0.0.1,5001,3,59.0-60.0,1179648,9437184
20180824133220,10.0.0.2,54018,10.0.0.1,5001,3,0.0-60.0,73924608,9854759
