1535117481,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1535117481,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1535117481,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1535117481,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1535117481,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1535117482,s1-eth2,26914.00,1225574.00,1252488.00,1225574,26914,407.00,425.00,832.00,425,407,0.00,0.00,0,0
1535117482,lo,844.00,844.00,1688.00,844,844,9.00,9.00,18.00,9,9,0.00,0.00,0,0
1535117482,s1-eth1,1222862.00,26820.00,1249682.00,26820,1222862,427.00,406.00,833.00,406,427,0.00,0.00,0,0
1535117482,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1535117482,total,1250620.00,1253238.00,2503858.00,1253238,1250620,843.00,840.00,1683.00,840,843,0.00,0.00,0,0
1535117483,s1-eth2,26820.00,1223990.00,1250810.00,1223990,26820,406.00,423.00,829.00,423,406,0.00,0.00,0,0
1535117483,lo,288.00,288.00,576.00,288,288,3.00,3.00,6.00,3,3,0.00,0.00,0,0
1535117483,s1-eth1,1223990.00,26664.00,1250654.00,26664,1223990,423.00,404.00,827.00,404,423,0.00,0.00,0,0
1535117483,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1535117483,total,1251098.00,1250942.00,2502040.00,1250942,1251098,832.00,830.00,1662.00,830,832,0.00,0.00,0,0
1535117484,s1-eth2,26796.00,1220938.00,1247734.00,1220938,26796,406.00,421.00,827.00,421,406,0.00,0.00,0,0
1535117484,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1535117484,s1-eth1,1223900.00,26796.00,1250696.00,26796,1223900,422.00,406.00,828.00,406,422,0.00,0.00,0,0
1535117484,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1535117484,total,1250696.00,1247734.00,2498430.00,1247734,1250696,828.00,827.00,1655.00,827,828,0.00,0.00,0,0
1535117485,s1-eth2,26734.00,1225414.00,1252148.00,1225414,26734,405.00,423.00,828.00,423,405,0.00,0.00,0,0
1535117485,lo,268.00,268.00,536.00,268,268,3.00,3.00,6.00,3,3,0.00,0.00,0,0
1535117485,s1-eth1,1222452.00,26800.00,1249252.00,26800,1222452,422.00,406.00,828.00,406,422,0.00,0.00,0,0
1535117485,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1535117485,total,1249454.00,1252482.00,2501936.00,1252482,1249454,830.00,832.00,1662.00,832,830,0.00,0.00,0,0
1535117486,s1-eth2,26734.00,1223970.00,1250704.00,1223970,26734,405.00,423.00,828.00,423,405,0.00,0.00,0,0
1535117486,lo,268.00,268.00,536.00,268,268,3.00,3.00,6.00,3,3,0.00,0.00,0,0
1535117486,s1-eth1,1224040.00,26664.00,1250704.00,26664,1224040,424.00,404.00,828.00,404,424,0.00,0.00,0,0
1535117486,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1535117486,total,1251042.00,1250902.00,2501944.00,1250902,1251042,832.00,830.00,1662.00,830,832,0.00,0.00,0,0
1535117487,s1-eth2,26664.00,1223900.00,1250564.00,1223900,26664,404.00,422.00,826.00,422,404,0.00,0.00,0,0
1535117487,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1535117487,s1-eth1,1223900.00,26664.00,1250564.00,26664,1223900,422.00,404.00,826.00,404,422,0.00,0.00,0,0
1535117487,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1535117487,total,1250564.00,1250564.00,2501128.00,1250564,1250564,826.00,826.00,1652.00,826,826,0.00,0.00,0,0
1535117488,s1-eth2,26730.00,1222452.00,1249182.00,1222452,26730,405.00,422.00,827.00,422,405,0.00,0.00,0,0
1535117488,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1535117488,s1-eth1,1222452.00,26664.00,1249116.00,26664,1222452,422.00,404.00,826.00,404,422,0.00,0.00,0,0
1535117488,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1535117488,total,1249182.00,1249116.00,2498298.00,1249116,1249182,827.00,826.00,1653.00,826,827,0.00,0.00,0,0
1535117489,s1-eth2,26800.00,1223900.00,1250700.00,1223900,26800,406.00,422.00,828.00,422,406,0.00,0.00,0,0
1535117489,lo,268.00,268.00,536.00,268,268,3.00,3.00,6.00,3,3,0.00,0.00,0,0
1535117489,s1-eth1,1223900.00,26866.00,1250766.00,26866,1223900,422.00,407.00,829.00,407,422,0.00,0.00,0,0
1535117489,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1535117489,total,1250968.00,1251034.00,2502002.00,1251034,1250968,831.00,832.00,1663.00,832,831,0.00,0.00,0,0
1535117490,s1-eth2,25810.00,1222328.00,1248138.00,1222328,25810,391.00,442.00,833.00,442,391,0.00,0.00,0,0
1535117490,lo,268.00,268.00,536.00,268,268,3.00,3.00,6.00,3,3,0.00,0.00,0,0
1535117490,s1-eth1,1219436.00,25674.00,1245110.00,25674,1219436,442.00,389.00,831.00,389,442,0.00,0.00,0,0
1535117490,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1535117490,total,1245514.00,1248270.00,2493784.00,1248270,1245514,836.00,834.00,1670.00,834,836,0.00,0.00,0,0
1535117491,s1-eth2,26598.00,1225414.00,1252012.00,1225414,26598,403.00,423.00,826.00,423,403,0.00,0.00,0,0
1535117491,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1535117491,s1-eth1,1225414.00,26598.00,1252012.00,26598,1225414,423.00,403.00,826.00,403,423,0.00,0.00,0,0
1535117491,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1535117491,total,1252012.00,1252012.00,2504024.00,1252012,1252012,826.00,826.00,1652.00,826,826,0.00,0.00,0,0
1535117492,s1-eth2,26664.00,1223900.00,1250564.00,1223900,26664,404.00,422.00,826.00,422,404,0.00,0.00,0,0
1535117492,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1535117492,s1-eth1,1223900.00,26664.00,1250564.00,26664,1223900,422.00,404.00,826.00,404,422,0.00,0.00,0,0
1535117492,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1535117492,total,1250564.00,1250564.00,2501128.00,1250564,1250564,826.00,826.00,1652.00,826,826,0.00,0.00,0,0
1535117493,s1-eth2,26664.00,1223900.00,1250564.00,1223900,26664,404.00,422.00,826.00,422,404,0.00,0.00,0,0
1535117493,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1535117493,s1-eth1,1223900.00,26664.00,1250564.00,26664,1223900,422.00,404.00,826.00,404,422,0.00,0.00,0,0
1535117493,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1535117493,total,1250564.00,1250564.00,2501128.00,1250564,1250564,826.00,826.00,1652.00,826,826,0.00,0.00,0,0
1535117494,s1-eth2,26598.00,1222452.00,1249050.00,1222452,26598,403.00,422.00,825.00,422,403,0.00,0.00,0,0
1535117494,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1535117494,s1-eth1,1222452.00,26664.00,1249116.00,26664,1222452,422.00,404.00,826.00,404,422,0.00,0.00,0,0
1535117494,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1535117494,total,1249050.00,1249116.00,2498166.00,1249116,1249050,825.00,826.00,1651.00,826,825,0.00,0.00,0,0
1535117495,s1-eth2,26664.00,1223900.00,1250564.00,1223900,26664,404.00,422.00,826.00,422,404,0.00,0.00,0,0
1535117495,lo,172.00,172.00,344.00,172,172,3.00,3.00,6.00,3,3,0.00,0.00,0,0
1535117495,s1-eth1,1223900.00,26664.00,1250564.00,26664,1223900,422.00,404.00,826.00,404,422,0.00,0.00,0,0
1535117495,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1535117495,total,1250736.00,1250736.00,2501472.00,1250736,1250736,829.00,829.00,1658.00,829,829,0.00,0.00,0,0
1535117496,s1-eth2,26664.00,1222452.00,1249116.00,1222452,26664,404.00,422.00,826.00,422,404,0.00,0.00,0,0
1535117496,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1535117496,s1-eth1,1223900.00,26664.00,1250564.00,26664,1223900,422.00,404.00,826.00,404,422,0.00,0.00,0,0
1535117496,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1535117496,total,1250564.00,1249116.00,2499680.00,1249116,1250564,826.00,826.00,1652.00,826,826,0.00,0.00,0,0
