20180824135144,10.0.0.2,54084,10.0.0.1,5001,3,0.0-1.0,7077888,56623104
20180824135145,10.0.0.2,54084,10.0.0.1,5001,3,1.0-2.0,7995392,63963136
20180824135146,10.0.0.2,54084,10.0.0.1,5001,3,2.0-3.0,7864320,62914560
20180824135147,10.0.0.2,54084,10.0.0.1,5001,3,3.0-4.0,6291456,50331648
20180824135148,10.0.0.2,54084,10.0.0.1,5001,3,4.0-5.0,7471104,59768832
20180824135149,10.0.0.2,54084,10.0.0.1,5001,3,5.0-6.0,7471104,59768832
20180824135150,10.0.0.2,54084,10.0.0.1,5001,3,6.0-7.0,3801088,30408704
20180824135151,10.0.0.2,54084,10.0.0.1,5001,3,7.0-8.0,7602176,60817408
20180824135152,10.0.0.2,54084,10.0.0.1,5001,3,8.0-9.0,3801088,30408704
20180824135153,10.0.0.2,54084,10.0.0.1,5001,3,9.0-10.0,7471104,59768832
20180824135154,10.0.0.2,54084,10.0.0.1,5001,3,10.0-11.0,3801088,30408704
20180824135155,10.0.0.2,54084,10.0.0.1,5001,3,11.0-12.0,7602176,60817408
20180824135156,10.0.0.2,54084,10.0.0.1,5001,3,12.0-13.0,7471104,59768832
20180824135157,10.0.0.2,54084,10.0.0.1,5001,3,13.0-14.0,3801088,30408704
20180824135158,10.0.0.2,54084,10.0.0.1,5001,3,14.0-15.0,7602176,60817408
20180824135159,10.0.0.2,54084,10.0.0.1,5001,3,15.0-16.0,4194304,33554432
20180824135200,10.0.0.2,54084,10.0.0.1,5001,3,16.0-17.0,7471104,59768832
20180824135201,10.0.0.2,54084,10.0.0.1,5001,3,17.0-18.0,3801088,30408704
20180824135202,10.0.0.2,54084,10.0.0.1,5001,3,18.0-19.0,7602176,60817408
20180824135203,10.0.0.2,54084,10.0.0.1,5001,3,19.0-20.0,3801088,30408704
20180824135204,10.0.0.2,54084,10.0.0.1,5001,3,20.0-21.0,7471104,59768832
20180824135205,10.0.0.2,54084,10.0.0.1,5001,3,21.0-22.0,7602176,60817408
20180824135206,10.0.0.2,54084,10.0.0.1,5001,3,22.0-23.0,3801088,30408704
20180824135207,10.0.0.2,54084,10.0.0.1,5001,3,23.0-24.0,7602176,60817408
20180824135208,10.0.0.2,54084,10.0.0.1,5001,3,24.0-25.0,3670016,29360128
20180824135209,10.0.0.2,54084,10.0.0.1,5001,3,25.0-26.0,7602176,60817408
20180824135210,10.0.0.2,54084,10.0.0.1,5001,3,26.0-27.0,7602176,60817408
20180824135211,10.0.0.2,54084,10.0.0.1,5001,3,27.0-28.0,3801088,30408704
20180824135212,10.0.0.2,54084,10.0.0.1,5001,3,28.0-29.0,7471104,59768832
20180824135213,10.0.0.2,54084,10.0.0.1,5001,3,29.0-30.0,3801088,30408704
20180824135214,10.0.0.2,54084,10.0.0.1,5001,3,30.0-31.0,7602176,60817408
20180824135215,10.0.0.2,54084,10.0.0.1,5001,3,31.0-32.0,3801088,30408704
20180824135216,10.0.0.2,54084,10.0.0.1,5001,3,32.0-33.0,7471104,59768832
20180824135217,10.0.0.2,54084,10.0.0.1,5001,3,33.0-34.0,7602176,60817408
20180824135218,10.0.0.2,54084,10.0.0.1,5001,3,34.0-35.0,3801088,30408704
20180824135219,10.0.0.2,54084,10.0.0.1,5001,3,35.0-36.0,7471104,59768832
20180824135220,10.0.0.2,54084,10.0.0.1,5001,3,36.0-37.0,3801088,30408704
